อายุ,ราคา,เพศ,โอกาสสำคัญ,ความสัมพันธ์,คลาสของขวัญ
13,24,33,401,54,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,401,52,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,413,54,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,413,53,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,413,51,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,413,54,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,413,52,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,402,54,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,402,53,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,402,51,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,24,33,402,54,เสื้อผ้าแฟชั่นหญิงวัยรุ่น
13,23,32,401,53,รองเท้าวัยรุ่น
13,23,32,401,51,รองเท้าวัยรุ่น
13,23,32,401,54,รองเท้าวัยรุ่น
13,23,32,401,52,รองเท้าวัยรุ่น
13,23,32,413,54,รองเท้าวัยรุ่น
13,23,32,413,53,รองเท้าวัยรุ่น
13,23,32,413,51,รองเท้าวัยรุ่น
13,23,32,413,54,รองเท้าวัยรุ่น
13,23,32,413,52,รองเท้าวัยรุ่น
13,23,32,402,54,รองเท้าวัยรุ่น
13,23,32,402,53,รองเท้าวัยรุ่น
13,23,32,402,54,รองเท้าวัยรุ่น
13,23,32,406,52,รองเท้าวัยรุ่น
13,23,33,401,53,รองเท้าวัยรุ่น
13,23,33,401,51,รองเท้าวัยรุ่น
13,23,33,401,54,รองเท้าวัยรุ่น
13,23,33,401,52,รองเท้าวัยรุ่น
13,23,33,413,54,รองเท้าวัยรุ่น
13,23,33,413,53,รองเท้าวัยรุ่น
13,23,33,413,51,รองเท้าวัยรุ่น
13,23,33,413,54,รองเท้าวัยรุ่น
13,23,33,413,52,รองเท้าวัยรุ่น
13,23,33,402,54,รองเท้าวัยรุ่น
13,23,33,402,53,รองเท้าวัยรุ่น
13,23,33,402,51,รองเท้าวัยรุ่น
13,23,33,402,54,รองเท้าวัยรุ่น
13,23,33,406,52,รองเท้าวัยรุ่น
13,23,31,401,53,รองเท้าวัยรุ่น
13,23,31,401,51,รองเท้าวัยรุ่น
13,23,31,401,54,รองเท้าวัยรุ่น
13,23,31,401,52,รองเท้าวัยรุ่น
13,23,31,413,54,รองเท้าวัยรุ่น
13,23,31,413,53,รองเท้าวัยรุ่น
13,23,31,413,51,รองเท้าวัยรุ่น
13,23,31,413,54,รองเท้าวัยรุ่น
13,23,31,413,52,รองเท้าวัยรุ่น
13,23,31,402,54,รองเท้าวัยรุ่น
13,23,31,402,53,รองเท้าวัยรุ่น
13,23,31,402,54,รองเท้าวัยรุ่น
13,23,31,406,52,รองเท้าวัยรุ่น
13,29,31,401,53,เครื่องประดับชาย
13,29,31,401,51,เครื่องประดับชาย
13,29,31,401,54,เครื่องประดับชาย
13,29,31,401,52,เครื่องประดับชาย
13,29,31,413,54,เครื่องประดับชาย
13,29,31,413,53,เครื่องประดับชาย
13,29,31,413,51,เครื่องประดับชาย
13,29,31,413,54,เครื่องประดับชาย
13,29,31,413,52,เครื่องประดับชาย
13,29,31,402,54,เครื่องประดับชาย
13,29,31,402,53,เครื่องประดับชาย
13,29,31,402,51,เครื่องประดับชาย
13,29,31,402,54,เครื่องประดับชาย
14,29,31,401,53,เครื่องประดับชาย
14,29,31,401,51,เครื่องประดับชาย
14,29,31,401,54,เครื่องประดับชาย
14,29,31,401,52,เครื่องประดับชาย
14,29,31,413,54,เครื่องประดับชาย
14,29,31,413,53,เครื่องประดับชาย
14,29,31,413,51,เครื่องประดับชาย
14,29,31,413,54,เครื่องประดับชาย
14,29,31,413,52,เครื่องประดับชาย
14,29,31,402,54,เครื่องประดับชาย
14,29,31,402,53,เครื่องประดับชาย
14,29,31,402,51,เครื่องประดับชาย
14,29,31,402,54,เครื่องประดับชาย
14,29,34,413,56,ของเล่นเด็ก
14,29,34,413,54,ของเล่นเด็ก
14,29,34,413,53,ของเล่นเด็ก
14,29,34,413,58,ของเล่นเด็ก
14,29,34,401,56,ของเล่นเด็ก
14,29,34,401,54,ของเล่นเด็ก
14,29,34,401,53,ของเล่นเด็ก
14,29,34,401,58,ของเล่นเด็ก
13,29,32,401,53,เครื่องประดับหญิง
13,29,32,401,51,เครื่องประดับหญิง
13,29,32,401,54,เครื่องประดับหญิง
13,29,32,401,52,เครื่องประดับหญิง
13,29,32,413,54,เครื่องประดับหญิง
13,29,32,413,53,เครื่องประดับหญิง
13,29,32,413,51,เครื่องประดับหญิง
13,29,32,413,54,เครื่องประดับหญิง
13,29,32,413,52,เครื่องประดับหญิง
13,29,32,402,54,เครื่องประดับหญิง
13,29,32,402,53,เครื่องประดับหญิง
13,29,32,402,51,เครื่องประดับหญิง
13,29,32,402,54,เครื่องประดับหญิง
14,29,32,401,53,เครื่องประดับหญิง
14,29,32,401,51,เครื่องประดับหญิง
14,29,32,401,54,เครื่องประดับหญิง
14,29,32,401,52,เครื่องประดับหญิง
14,29,32,413,54,เครื่องประดับหญิง
14,29,32,413,53,เครื่องประดับหญิง
14,29,32,413,51,เครื่องประดับหญิง
14,29,32,413,54,เครื่องประดับหญิง
14,29,32,413,52,เครื่องประดับหญิง
14,29,32,402,54,เครื่องประดับหญิง
14,29,32,402,53,เครื่องประดับหญิง
14,29,32,402,51,เครื่องประดับหญิง
14,29,33,401,53,เครื่องประดับหญิง
14,29,33,401,51,เครื่องประดับหญิง
14,29,33,401,54,เครื่องประดับหญิง
14,29,33,401,52,เครื่องประดับหญิง
14,29,33,413,54,เครื่องประดับหญิง
14,29,33,413,53,เครื่องประดับหญิง
14,29,33,413,51,เครื่องประดับหญิง
14,29,33,413,54,เครื่องประดับหญิง
14,29,33,413,52,เครื่องประดับหญิง
14,29,33,402,54,เครื่องประดับหญิง
14,29,33,402,53,เครื่องประดับหญิง
14,29,33,402,51,เครื่องประดับหญิง
13,27,31,401,53,กระเป๋าชาย
13,27,31,401,51,กระเป๋าชาย
13,27,31,401,54,กระเป๋าชาย
13,27,31,401,52,กระเป๋าชาย
13,27,31,413,54,กระเป๋าชาย
13,27,31,413,53,กระเป๋าชาย
13,27,31,413,51,กระเป๋าชาย
13,27,31,413,54,กระเป๋าชาย
13,27,31,413,52,กระเป๋าชาย
13,27,31,406,52,กระเป๋าชาย
13,27,34,401,53,กระเป๋าชาย
13,27,34,401,51,กระเป๋าชาย
13,27,34,401,54,กระเป๋าชาย
13,27,34,401,52,กระเป๋าชาย
13,27,34,413,54,กระเป๋าชาย
13,27,34,413,53,กระเป๋าชาย
13,27,34,413,51,กระเป๋าชาย
13,27,34,413,54,กระเป๋าชาย
13,27,34,413,52,กระเป๋าชาย
13,27,34,406,52,กระเป๋าชาย
14,27,31,401,53,กระเป๋าชาย
14,27,31,401,51,กระเป๋าชาย
14,27,31,401,54,กระเป๋าชาย
14,27,31,401,52,กระเป๋าชาย
14,27,31,413,54,กระเป๋าชาย
14,27,31,413,53,กระเป๋าชาย
14,27,31,413,51,กระเป๋าชาย
14,27,31,413,54,กระเป๋าชาย
14,27,31,413,52,กระเป๋าชาย
14,27,31,403,53,กระเป๋าชาย
14,27,31,407,53,กระเป๋าชาย
14,27,31,407,54,กระเป๋าชาย
14,27,31,407,52,กระเป๋าชาย
14,27,31,406,52,กระเป๋าชาย
14,27,31,409,53,กระเป๋าชาย
14,27,34,401,53,กระเป๋าชาย
14,27,34,401,51,กระเป๋าชาย
14,27,34,401,54,กระเป๋าชาย
14,27,34,401,52,กระเป๋าชาย
14,27,34,413,54,กระเป๋าชาย
14,27,34,413,53,กระเป๋าชาย
14,27,34,413,51,กระเป๋าชาย
14,27,34,413,54,กระเป๋าชาย
14,27,34,413,52,กระเป๋าชาย
14,27,34,403,53,กระเป๋าชาย
14,27,34,407,53,กระเป๋าชาย
14,27,34,407,54,กระเป๋าชาย
14,27,34,407,52,กระเป๋าชาย
14,27,34,406,52,กระเป๋าชาย
14,27,34,409,53,กระเป๋าชาย
15,27,31,402,51,กระเป๋าชาย
15,27,31,401,53,กระเป๋าชาย
15,27,31,401,51,กระเป๋าชาย
15,27,31,401,54,กระเป๋าชาย
15,27,31,401,52,กระเป๋าชาย
15,27,31,413,54,กระเป๋าชาย
15,27,31,413,53,กระเป๋าชาย
15,27,31,413,51,กระเป๋าชาย
15,27,31,413,54,กระเป๋าชาย
15,27,31,413,52,กระเป๋าชาย
15,27,31,403,53,กระเป๋าชาย
15,27,31,407,53,กระเป๋าชาย
15,27,31,407,54,กระเป๋าชาย
15,27,31,407,52,กระเป๋าชาย
15,27,31,406,52,กระเป๋าชาย
15,27,31,409,53,กระเป๋าชาย
15,27,31,402,51,กระเป๋าชาย
15,27,34,402,51,กระเป๋าชาย
15,27,34,401,53,กระเป๋าชาย
15,27,34,401,51,กระเป๋าชาย
15,27,34,401,54,กระเป๋าชาย
15,27,34,401,52,กระเป๋าชาย
15,27,34,413,54,กระเป๋าชาย
15,27,34,413,53,กระเป๋าชาย
15,27,34,413,51,กระเป๋าชาย
15,27,34,413,54,กระเป๋าชาย
15,27,34,413,52,กระเป๋าชาย
15,27,34,403,53,กระเป๋าชาย
15,27,34,407,53,กระเป๋าชาย
15,27,34,407,54,กระเป๋าชาย
15,27,34,407,52,กระเป๋าชาย
15,27,34,406,52,กระเป๋าชาย
15,27,34,409,53,กระเป๋าชาย
15,27,34,402,51,กระเป๋าชาย
14,27,32,401,53,กระเป๋าหญิง
14,27,32,401,51,กระเป๋าหญิง
14,27,32,401,54,กระเป๋าหญิง
14,27,32,401,52,กระเป๋าหญิง
14,27,32,413,54,กระเป๋าหญิง
14,27,32,413,53,กระเป๋าหญิง
14,27,32,413,51,กระเป๋าหญิง
14,27,32,413,54,กระเป๋าหญิง
14,27,32,413,52,กระเป๋าหญิง
14,27,32,404,53,กระเป๋าหญิง
14,27,32,407,53,กระเป๋าหญิง
14,27,32,407,54,กระเป๋าหญิง
14,27,32,407,52,กระเป๋าหญิง
14,27,32,406,52,กระเป๋าหญิง
14,27,32,409,53,กระเป๋าหญิง
14,27,33,401,53,กระเป๋าหญิง
14,27,33,401,51,กระเป๋าหญิง
14,27,33,401,54,กระเป๋าหญิง
14,27,33,401,52,กระเป๋าหญิง
14,27,33,413,54,กระเป๋าหญิง
14,27,33,413,53,กระเป๋าหญิง
14,27,33,413,51,กระเป๋าหญิง
14,27,33,413,54,กระเป๋าหญิง
14,27,33,413,52,กระเป๋าหญิง
14,27,33,403,53,กระเป๋าหญิง
14,27,33,407,53,กระเป๋าหญิง
14,27,33,407,54,กระเป๋าหญิง
14,27,33,407,52,กระเป๋าหญิง
14,27,33,409,53,กระเป๋าหญิง
14,27,33,406,52,กระเป๋าหญิง
15,27,33,402,51,กระเป๋าหญิง
15,27,33,401,53,กระเป๋าหญิง
15,27,33,401,51,กระเป๋าหญิง
15,27,33,401,54,กระเป๋าหญิง
15,27,33,401,52,กระเป๋าหญิง
15,27,33,413,54,กระเป๋าหญิง
15,27,33,413,53,กระเป๋าหญิง
15,27,33,413,51,กระเป๋าหญิง
15,27,33,413,54,กระเป๋าหญิง
15,27,33,413,52,กระเป๋าหญิง
15,27,33,404,53,กระเป๋าหญิง
15,27,33,407,53,กระเป๋าหญิง
15,27,33,407,54,กระเป๋าหญิง
15,27,33,407,52,กระเป๋าหญิง
15,27,33,406,52,กระเป๋าหญิง
15,27,33,409,53,กระเป๋าหญิง
14,25,32,406,52,น้ำหอมหญิง
14,25,32,401,53,น้ำหอมหญิง
14,25,32,401,51,น้ำหอมหญิง
14,25,32,401,54,น้ำหอมหญิง
14,25,32,401,52,น้ำหอมหญิง
14,25,32,413,54,น้ำหอมหญิง
14,25,32,413,53,น้ำหอมหญิง
14,25,32,413,51,น้ำหอมหญิง
14,25,32,413,54,น้ำหอมหญิง
14,25,32,413,52,น้ำหอมหญิง
14,25,32,411,52,น้ำหอมหญิง
14,25,32,408,52,น้ำหอมหญิง
14,25,33,406,52,น้ำหอมหญิง
14,25,33,401,53,น้ำหอมหญิง
14,25,33,401,51,น้ำหอมหญิง
14,25,33,401,54,น้ำหอมหญิง
14,25,33,401,52,น้ำหอมหญิง
14,25,33,413,54,น้ำหอมหญิง
14,25,33,413,53,น้ำหอมหญิง
14,25,33,413,51,น้ำหอมหญิง
14,25,33,413,54,น้ำหอมหญิง
14,25,33,413,52,น้ำหอมหญิง
14,25,31,406,52,น้ำหอมชาย
14,25,31,401,53,น้ำหอมชาย
14,25,31,401,51,น้ำหอมชาย
14,25,31,401,54,น้ำหอมชาย
14,25,31,401,52,น้ำหอมชาย
14,25,31,413,54,น้ำหอมชาย
14,25,31,413,53,น้ำหอมชาย
14,25,31,413,51,น้ำหอมชาย
14,25,31,413,54,น้ำหอมชาย
14,25,31,413,52,น้ำหอมชาย
14,25,34,406,52,น้ำหอมชาย
14,25,34,401,53,น้ำหอมชาย
14,25,34,401,51,น้ำหอมชาย
14,25,34,401,54,น้ำหอมชาย
14,25,34,401,52,น้ำหอมชาย
14,25,34,413,54,น้ำหอมชาย
14,25,34,413,53,น้ำหอมชาย
14,25,34,413,51,น้ำหอมชาย
14,25,34,413,54,น้ำหอมชาย
14,25,34,413,52,น้ำหอมชาย
13,25,32,401,53,เครื่องสำอาง
13,25,32,401,51,เครื่องสำอาง
13,25,32,401,54,เครื่องสำอาง
13,25,32,401,52,เครื่องสำอาง
13,25,32,413,54,เครื่องสำอาง
13,25,32,413,53,เครื่องสำอาง
13,25,32,413,51,เครื่องสำอาง
13,25,32,413,54,เครื่องสำอาง
13,25,32,413,52,เครื่องสำอาง
13,25,32,406,52,เครื่องสำอาง
14,26,32,401,53,เครื่องสำอาง
14,26,32,401,51,เครื่องสำอาง
14,26,32,401,54,เครื่องสำอาง
14,26,32,401,52,เครื่องสำอาง
14,26,32,413,54,เครื่องสำอาง
14,26,32,413,53,เครื่องสำอาง
14,26,32,413,51,เครื่องสำอาง
14,26,32,413,54,เครื่องสำอาง
14,26,32,413,52,เครื่องสำอาง
14,26,32,406,52,เครื่องสำอาง
14,26,32,411,52,เครื่องสำอาง
13,25,33,401,53,เครื่องสำอาง
13,25,33,401,51,เครื่องสำอาง
13,25,33,401,54,เครื่องสำอาง
13,25,33,401,52,เครื่องสำอาง
13,25,33,413,54,เครื่องสำอาง
13,25,33,413,53,เครื่องสำอาง
13,25,33,413,51,เครื่องสำอาง
13,25,33,413,54,เครื่องสำอาง
13,25,33,413,52,เครื่องสำอาง
13,25,33,406,52,เครื่องสำอาง
14,26,33,401,53,เครื่องสำอาง
14,26,33,401,51,เครื่องสำอาง
14,26,33,401,54,เครื่องสำอาง
14,26,33,401,52,เครื่องสำอาง
14,26,33,413,54,เครื่องสำอาง
14,26,33,413,53,เครื่องสำอาง
14,26,33,413,51,เครื่องสำอาง
14,26,33,413,54,เครื่องสำอาง
14,26,33,413,52,เครื่องสำอาง
14,26,33,406,52,เครื่องสำอาง
14,26,33,411,52,เครื่องสำอาง
16,23,31,401,53,อาหารเสริมเพื่อสุขภาพ
16,23,31,401,54,อาหารเสริมเพื่อสุขภาพ
16,23,31,413,53,อาหารเสริมเพื่อสุขภาพ
16,23,31,413,54,อาหารเสริมเพื่อสุขภาพ
16,23,31,410,53,อาหารเสริมเพื่อสุขภาพ
16,23,31,410,54,อาหารเสริมเพื่อสุขภาพ
16,23,31,403,53,อาหารเสริมเพื่อสุขภาพ
16,23,34,401,53,อาหารเสริมเพื่อสุขภาพ
16,23,34,401,54,อาหารเสริมเพื่อสุขภาพ
16,23,34,413,53,อาหารเสริมเพื่อสุขภาพ
16,23,34,413,54,อาหารเสริมเพื่อสุขภาพ
16,23,34,410,53,อาหารเสริมเพื่อสุขภาพ
16,23,34,410,54,อาหารเสริมเพื่อสุขภาพ
16,23,34,403,53,อาหารเสริมเพื่อสุขภาพ
16,23,32,401,53,อาหารเสริมเพื่อสุขภาพ
16,23,32,401,54,อาหารเสริมเพื่อสุขภาพ
16,23,32,413,53,อาหารเสริมเพื่อสุขภาพ
16,23,32,413,54,อาหารเสริมเพื่อสุขภาพ
16,23,32,410,53,อาหารเสริมเพื่อสุขภาพ
16,23,32,410,54,อาหารเสริมเพื่อสุขภาพ
16,23,32,404,53,อาหารเสริมเพื่อสุขภาพ
15,23,31,401,53,อาหารเสริมเพื่อสุขภาพ
15,23,31,401,54,อาหารเสริมเพื่อสุขภาพ
15,23,31,413,53,อาหารเสริมเพื่อสุขภาพ
15,23,31,413,54,อาหารเสริมเพื่อสุขภาพ
15,23,31,410,53,อาหารเสริมเพื่อสุขภาพ
15,23,31,410,54,อาหารเสริมเพื่อสุขภาพ
15,23,31,403,53,อาหารเสริมเพื่อสุขภาพ
15,23,34,401,53,อาหารเสริมเพื่อสุขภาพ
15,23,34,401,54,อาหารเสริมเพื่อสุขภาพ
15,23,34,413,53,อาหารเสริมเพื่อสุขภาพ
15,23,34,413,54,อาหารเสริมเพื่อสุขภาพ
15,23,34,410,53,อาหารเสริมเพื่อสุขภาพ
15,23,34,410,54,อาหารเสริมเพื่อสุขภาพ
15,23,34,403,53,อาหารเสริมเพื่อสุขภาพ
15,23,32,401,53,อาหารเสริมเพื่อสุขภาพ
15,23,32,401,54,อาหารเสริมเพื่อสุขภาพ
15,23,32,413,53,อาหารเสริมเพื่อสุขภาพ
15,23,32,413,54,อาหารเสริมเพื่อสุขภาพ
15,23,32,410,53,อาหารเสริมเพื่อสุขภาพ
15,23,32,410,54,อาหารเสริมเพื่อสุขภาพ
15,23,32,404,53,อาหารเสริมเพื่อสุขภาพ
15,28,31,401,53,คอมพิวเตอร์และแล็ปทอป
15,28,31,401,51,คอมพิวเตอร์และแล็ปทอป
15,28,31,401,54,คอมพิวเตอร์และแล็ปทอป
15,28,31,401,52,คอมพิวเตอร์และแล็ปทอป
15,28,31,413,54,คอมพิวเตอร์และแล็ปทอป
15,28,31,413,53,คอมพิวเตอร์และแล็ปทอป
15,28,31,413,51,คอมพิวเตอร์และแล็ปทอป
15,28,31,413,54,คอมพิวเตอร์และแล็ปทอป
15,28,31,413,52,คอมพิวเตอร์และแล็ปทอป
15,28,32,401,53,คอมพิวเตอร์และแล็ปทอป
15,28,32,401,51,คอมพิวเตอร์และแล็ปทอป
15,28,32,401,54,คอมพิวเตอร์และแล็ปทอป
15,28,32,401,52,คอมพิวเตอร์และแล็ปทอป
15,28,32,413,53,คอมพิวเตอร์และแล็ปทอป
15,28,32,413,53,คอมพิวเตอร์และแล็ปทอป
15,28,32,413,51,คอมพิวเตอร์และแล็ปทอป
15,28,32,413,54,คอมพิวเตอร์และแล็ปทอป
15,28,32,413,52,คอมพิวเตอร์และแล็ปทอป
15,28,33,401,53,คอมพิวเตอร์และแล็ปทอป
15,28,33,401,51,คอมพิวเตอร์และแล็ปทอป
15,28,33,401,54,คอมพิวเตอร์และแล็ปทอป
15,28,33,401,52,คอมพิวเตอร์และแล็ปทอป
15,28,33,413,54,คอมพิวเตอร์และแล็ปทอป
15,28,33,413,53,คอมพิวเตอร์และแล็ปทอป
15,28,33,413,51,คอมพิวเตอร์และแล็ปทอป
15,28,33,413,54,คอมพิวเตอร์และแล็ปทอป
15,28,33,413,52,คอมพิวเตอร์และแล็ปทอป
13,24,31,401,53,เครื่องใช้ไฟฟ้าภายในบ้าน
13,24,31,401,54,เครื่องใช้ไฟฟ้าภายในบ้าน
13,25,31,413,53,เครื่องใช้ไฟฟ้าภายในบ้าน
13,25,31,413,54,เครื่องใช้ไฟฟ้าภายในบ้าน
14,26,31,401,53,เครื่องใช้ไฟฟ้าภายในบ้าน
14,26,31,413,54,เครื่องใช้ไฟฟ้าภายในบ้าน
14,24,31,413,53,เครื่องใช้ไฟฟ้าภายในบ้าน
14,24,31,413,54,เครื่องใช้ไฟฟ้าภายในบ้าน
15,25,31,401,53,เครื่องใช้ไฟฟ้าภายในบ้าน
15,25,31,413,54,เครื่องใช้ไฟฟ้าภายในบ้าน
15,26,31,401,53,เครื่องใช้ไฟฟ้าภายในบ้าน
13,24,34,401,53,เครื่องใช้ไฟฟ้าภายในบ้าน
13,24,34,401,54,เครื่องใช้ไฟฟ้าภายในบ้าน
13,25,34,413,53,เครื่องใช้ไฟฟ้าภายในบ้าน
13,25,34,413,54,เครื่องใช้ไฟฟ้าภายในบ้าน
14,26,34,401,53,เครื่องใช้ไฟฟ้าภายในบ้าน
14,26,34,413,54,เครื่องใช้ไฟฟ้าภายในบ้าน
14,24,34,413,53,เครื่องใช้ไฟฟ้าภายในบ้าน
14,24,34,413,54,เครื่องใช้ไฟฟ้าภายในบ้าน
